township_code,township_name_en,township_name_mm,state_region_code,state_region_name_en,state_region_name_mm,township_name_for_current_app
MMR013007,Shwepyithar,ရွှေပြည်သာ,MMR013,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,Shwepyithar
MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,MMR013,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,South Okkalapa
MMR013005,Taikkyi,တိုက်ကြီး,MMR013,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,Taikkyi
MMR013015,Tamwe,တာမွေ,MMR013,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,Tamwe
MMR013013,Thaketa,သာကေတ,MMR013,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,Thaketa
MMR013023,Thanlyin,သန်လျင်,MMR013,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,Thanlyin
MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,MMR013,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,Thingangyun
MMR013025,Thongwa,သုံးခွ,MMR013,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,Thongwa
MMR013027,Twantay,တွံတေး,MMR013,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,Twantay
MMR013010,Yankin,ရန်ကင်း,MMR013,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,Yankin
MMR013046,Hlaingtharya (East),လှိုင်သာယာ (အရှေ့ပိုင်း),MMR013,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,Hlaingtharya (East)
MMR013047,Hlaingtharya (West),လှိုင်သာယာ (အနောက်ပိုင်း),MMR013,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,Hlaingtharya (West)
